"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Percentage change (yearly) All property types","Percentage change (monthly) All property types","House price index All property types","Sales volume All property types","Average price Detached houses","Percentage change (yearly) Detached houses","Percentage change (monthly) Detached houses","House price index Detached houses","Average price Semi-detached houses","Percentage change (yearly) Semi-detached houses","Percentage change (monthly) Semi-detached houses","House price index Semi-detached houses","Average price Terraced houses","Percentage change (yearly) Terraced houses","Percentage change (monthly) Terraced houses","House price index Terraced houses","Average price Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","House price index Flats and maisonettes","Average price First-time buyers","Percentage change (yearly) First-time buyers","Percentage change (monthly) First-time buyers","House price index First-time buyers","Average price Former owner-occupiers","Percentage change (yearly) Former owner-occupiers","Percentage change (monthly) Former owner-occupiers","House price index Former owner-occupiers","Average price Cash purchases","Percentage change (yearly) Cash purchases","Percentage change (monthly) Cash purchases","House price index Cash purchases","Sales volume Cash purchases","Average price Mortgage purchases","Percentage change (yearly) Mortgage purchases","Percentage change (monthly) Mortgage purchases","House price index Mortgage purchases","Sales volume Mortgage purchases","Average price New build","Percentage change (yearly) New build","Percentage change (monthly) New build","House price index New build","Sales volume New build","Average price Existing properties","Percentage change (yearly) Existing properties","Percentage change (monthly) Existing properties","House price index Existing properties","Sales volume Existing properties","Pivotable date"
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-02,33218,monthly,155417,-15.62,-1.16,81.51,33218,235417,-15.02,-2.4,81.82,147888,-15.33,-0.57,82.72,125694,-16.0,-0.97,81.37,136740,-16.09,-0.73,79.44,,,,,,,,,,,,,,,,,,,190783,-16.32,-0.71,83.61,4541,152812,-15.52,-1.2,81.26,28677,2009-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-03,43308,monthly,154452,-15.53,-0.62,81.01,43308,234530,-14.4,-0.38,81.51,146108,-16.01,-1.2,81.72,125065,-16.15,-0.5,80.97,136442,-15.15,-0.22,79.27,,,,,,,,,,,,,,,,,,,190949,-14.77,0.09,83.68,6859,151744,-15.61,-0.7,80.69,36449,2009-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-04,47263,monthly,155852,-14.9,0.91,81.74,47263,235300,-14.57,0.33,81.78,148495,-14.39,1.63,83.06,126884,-15.26,1.45,82.14,136051,-15.48,-0.29,79.04,,,,,,,,,,,,,,,,,,,190637,-15.16,-0.16,83.55,5999,153300,-14.87,1.02,81.52,41264,2009-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-05,54185,monthly,158004,-14.25,1.38,82.87,54185,238699,-13.36,1.44,82.96,150402,-14.13,1.28,84.13,128432,-14.49,1.22,83.15,138356,-14.96,1.69,80.38,,,,,,,,,,,,,,,,,,,190805,-15.29,0.09,83.62,6619,155637,-14.14,1.52,82.76,47566,2009-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-06,62613,monthly,159561,-12.25,0.99,83.69,62613,241957,-11.04,1.37,84.09,151480,-12.4,0.72,84.73,130003,-12.51,1.22,84.16,139122,-12.98,0.55,80.83,,,,,,,,,,,,,,,,,,,191239,-13.64,0.23,83.81,9974,157301,-12.1,1.07,83.65,52639,2009-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-07,73493,monthly,162423,-9.69,1.79,85.19,73493,246960,-8.83,2.07,85.83,154547,-9.54,2.02,86.45,132514,-9.48,1.93,85.79,140355,-11.27,0.89,81.55,,,,,,,,,,,,,,,,,,,193308,-11.08,1.08,84.72,7241,160247,-9.56,1.87,85.21,66252,2009-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-08,68125,monthly,164025,-6.85,0.99,86.03,68125,249979,-6.16,1.22,86.88,156307,-6.5,1.14,87.43,133758,-6.58,0.94,86.59,141096,-8.78,0.53,81.98,,,,,,,,,,,,,,,,,,,192944,-7.98,-0.19,84.56,6382,162036,-6.79,1.12,86.17,61743,2009-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-09,68413,monthly,165314,-3.7,0.79,86.7,68413,251604,-4.04,0.65,87.44,156912,-3.26,0.39,87.77,134809,-3.15,0.79,87.27,143313,-5.01,1.57,83.26,,,,,,,,,,,,,,,,,,,197107,-4.84,2.16,86.38,7157,163066,-3.6,0.64,86.71,61256,2009-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-10,76806,monthly,166425,-1.04,0.67,87.29,76806,253836,-0.68,0.89,88.22,158867,-0.41,1.25,88.86,135658,-0.44,0.63,87.82,142741,-3.54,-0.4,82.93,,,,,,,,,,,,,,,,,,,195994,-3.36,-0.56,85.9,7402,164386,-0.82,0.81,87.42,69404,2009-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-11,71550,monthly,166986,2.17,0.34,87.58,71550,255675,3.27,0.72,88.86,158605,1.86,-0.17,88.71,136505,3.01,0.62,88.37,142999,-0.26,0.18,83.08,,,,,,,,,,,,,,,,,,,196193,-0.89,0.1,85.98,7497,164983,2.48,0.36,87.73,64053,2009-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-12,89592,monthly,168082,4.43,0.66,88.16,89592,252946,4.12,-1.07,87.91,160655,5.02,1.29,89.86,138433,5.12,1.41,89.62,144066,2.69,0.75,83.7,,,,,,,,,,,,,,,,,,,197097,2.88,0.46,86.38,10786,166101,4.53,0.68,88.33,78806,2009-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-01,42754,monthly,167469,6.51,-0.36,87.83,42754,258979,7.37,2.38,90.01,159457,7.2,-0.75,89.19,136261,7.36,-1.57,88.21,142338,3.33,-1.2,82.7,,,,,,,,,,,,,,,,,,,189742,-1.25,-3.73,83.16,3988,166116,7.4,0.01,88.34,38766,2010-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-02,49017,monthly,167888,8.02,0.25,88.05,49017,258258,9.7,-0.28,89.76,160617,8.61,0.73,89.84,136752,8.8,0.36,88.53,142407,4.14,0.05,82.74,,,,,,,,,,,,,,,,,,,198122,3.85,4.42,86.83,4932,165918,8.58,-0.12,88.23,44085,2010-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-03,59716,monthly,167878,8.69,-0.01,88.05,59716,258191,10.09,-0.03,89.73,159678,9.29,-0.58,89.31,136425,9.08,-0.24,88.32,144189,5.68,1.25,83.77,,,,,,,,,,,,,,,,,,,199404,4.43,0.65,87.39,6676,165811,9.27,-0.06,88.17,53040,2010-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-04,61352,monthly,170028,9.1,1.28,89.18,61352,260075,10.53,0.73,90.39,162470,9.41,1.75,90.88,138535,9.18,1.55,89.69,145456,6.91,0.88,84.51,,,,,,,,,,,,,,,,,,,198081,3.9,-0.66,86.81,5778,168232,9.74,1.46,89.46,55574,2010-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-05,60892,monthly,170846,8.13,0.48,89.61,60892,262619,10.02,0.98,91.27,162702,8.18,0.14,91.01,139143,8.34,0.44,90.08,146061,5.57,0.42,84.86,,,,,,,,,,,,,,,,,,,198257,3.91,0.09,86.89,6288,169102,8.65,0.52,89.92,54604,2010-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-06,72734,monthly,171689,7.6,0.49,90.05,72734,262311,8.41,-0.12,91.17,163595,8.0,0.55,91.51,140462,8.05,0.95,90.93,146799,5.52,0.51,85.29,,,,,,,,,,,,,,,,,,,199386,4.26,0.57,87.38,9225,169924,8.02,0.49,90.36,63509,2010-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-07,77807,monthly,173427,6.77,1.01,90.96,77807,268336,8.66,2.3,93.26,165086,6.82,0.91,92.34,141211,6.56,0.53,91.42,147180,4.86,0.26,85.51,,,,,,,,,,,,,,,,,,,197299,2.06,-1.05,86.47,5589,171962,7.31,1.2,91.44,72218,2010-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-08,70927,monthly,173417,5.73,-0.01,90.95,70927,268707,7.49,0.14,93.39,166058,6.24,0.59,92.88,140523,5.06,-0.49,90.97,146679,3.96,-0.34,85.22,,,,,,,,,,,,,,,,,,,200592,3.96,1.67,87.91,5307,171694,5.96,-0.16,91.3,65620,2010-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-09,66690,monthly,172972,4.63,-0.26,90.72,66690,268248,6.62,-0.17,93.23,164443,4.8,-0.97,91.98,140678,4.35,0.11,91.07,146900,2.5,0.15,85.35,,,,,,,,,,,,,,,,,,,202886,2.93,1.14,88.92,6383,171037,4.89,-0.38,90.95,60307,2010-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-10,68601,monthly,171045,2.78,-1.11,89.71,68601,265285,4.51,-1.1,92.2,163224,2.74,-0.74,91.3,138675,2.22,-1.42,89.78,145117,1.66,-1.21,84.31,,,,,,,,,,,,,,,,,,,201851,2.99,-0.51,88.46,5898,169037,2.83,-1.17,89.89,62703,2010-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-11,65440,monthly,169013,1.21,-1.19,88.64,65440,263487,3.06,-0.68,91.57,161335,1.72,-1.16,90.24,136245,-0.19,-1.75,88.2,143631,0.44,-1.02,83.45,,,,,,,,,,,,,,,,,,,197922,0.88,-1.95,86.74,5973,167146,1.31,-1.12,88.88,59467,2010-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-12,65416,monthly,168703,0.37,-0.18,88.48,65416,260339,2.92,-1.19,90.48,160988,0.21,-0.21,90.05,136909,-1.1,0.49,88.63,143845,-0.15,0.15,83.57,,,,,,,,,,,,,,,,,,,202097,2.54,2.11,88.57,7957,166496,0.24,-0.39,88.54,57459,2010-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-01,43999,monthly,167300,-0.1,-0.83,87.75,43999,260855,0.72,0.2,90.66,158765,-0.43,-1.38,88.8,134970,-0.95,-1.42,87.38,143346,0.71,-0.35,83.28,,,,,,,,,,,,,,,,,,,201462,6.18,-0.31,88.29,3443,164992,-0.68,-0.9,87.74,40556,2011-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-02,45807,monthly,166415,-0.88,-0.53,87.28,45807,259042,0.3,-0.7,90.03,157919,-1.68,-0.53,88.33,134337,-1.77,-0.47,86.97,142769,0.25,-0.4,82.95,,,,,,,,,,,,,,,,,,,200240,1.07,-0.61,87.76,3902,164131,-1.08,-0.52,87.28,41905,2011-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-03,54489,monthly,165649,-1.33,-0.46,86.88,54489,258129,-0.02,-0.35,89.71,156617,-1.92,-0.82,87.6,133724,-1.98,-0.46,86.57,142713,-1.02,-0.04,82.91,,,,,,,,,,,,,,,,,,,202012,1.31,0.89,88.53,6081,163175,-1.59,-0.58,86.77,48408,2011-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-04,59195,monthly,168218,-1.06,1.55,88.23,59195,259704,-0.14,0.61,90.26,159154,-2.04,1.62,89.02,136375,-1.56,1.98,88.29,145543,0.06,1.98,84.56,,,,,,,,,,,,,,,,,,,203129,2.55,0.55,89.02,5609,165855,-1.41,1.64,88.2,53586,2011-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-05,57437,monthly,167470,-1.98,-0.44,87.83,57437,257725,-1.86,-0.76,89.57,159241,-2.13,0.05,89.07,135373,-2.71,-0.74,87.64,145040,-0.7,-0.35,84.27,,,,,,,,,,,,,,,,,,,203962,2.88,0.41,89.39,5458,164988,-2.43,-0.52,87.74,51979,2011-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-06,67036,monthly,167753,-2.29,0.17,87.98,67036,257002,-2.02,-0.28,89.32,159732,-2.36,0.31,89.35,136039,-3.15,0.49,88.07,145077,-1.17,0.03,84.29,,,,,,,,,,,,,,,,,,,200625,0.62,-1.64,87.92,9434,165542,-2.58,0.34,88.03,57602,2011-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-07,72454,monthly,169866,-2.05,1.26,89.09,72454,261398,-2.59,1.71,90.85,160876,-2.55,0.72,89.99,137528,-2.61,1.1,89.03,147675,0.34,1.79,85.8,,,,,,,,,,,,,,,,,,,204686,3.74,2.02,89.7,5651,167512,-2.59,1.19,89.08,66803,2011-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-08,74282,monthly,169968,-1.99,0.06,89.14,74282,263565,-1.91,0.83,91.6,162048,-2.41,0.73,90.64,137455,-2.18,-0.05,88.99,145046,-1.11,-1.78,84.27,,,,,,,,,,,,,,,,,,,201291,0.35,-1.66,88.22,5588,167878,-2.22,0.22,89.27,68694,2011-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-09,73949,monthly,169544,-1.98,-0.25,88.92,73949,263033,-1.94,-0.2,91.42,160864,-2.18,-0.73,89.98,137333,-2.38,-0.09,88.91,145316,-1.08,0.19,84.43,,,,,,,,,,,,,,,,,,,200732,-1.06,-0.28,87.97,6875,167463,-2.09,-0.25,89.05,67074,2011-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-10,67227,monthly,167673,-1.97,-1.1,87.94,67227,261050,-1.6,-0.75,90.73,159782,-2.11,-0.67,89.37,135106,-2.57,-1.62,87.47,143274,-1.27,-1.4,83.24,,,,,,,,,,,,,,,,,,,200525,-0.66,-0.1,87.88,5781,165463,-2.11,-1.19,87.99,61446,2011-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-11,69850,monthly,167757,-0.74,0.05,87.99,69850,259857,-1.38,-0.46,90.31,159722,-1.0,-0.04,89.34,134893,-0.99,-0.16,87.33,144974,0.94,1.19,84.23,,,,,,,,,,,,,,,,,,,202384,2.25,0.93,88.7,6718,165414,-1.04,-0.03,87.96,63132,2011-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-12,72822,monthly,167048,-0.98,-0.42,87.61,72822,256911,-1.32,-1.13,89.29,159321,-1.04,-0.25,89.12,135042,-1.36,0.11,87.42,144095,0.17,-0.61,83.72,,,,,,,,,,,,,,,,,,,200523,-0.78,-0.92,87.88,9507,164790,-1.02,-0.38,87.63,63315,2011-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-01,51610,monthly,165908,-0.83,-0.68,87.02,51610,256484,-1.68,-0.17,89.14,158399,-0.23,-0.58,88.6,133953,-0.75,-0.81,86.72,142151,-0.83,-1.35,82.59,,,,,,,,,,,,,,,,,,,198148,-1.64,-1.18,86.84,4152,163702,-0.78,-0.66,87.05,47458,2012-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-02,52216,monthly,165457,-0.58,-0.27,86.78,52216,255828,-1.24,-0.26,88.91,157793,-0.08,-0.38,88.26,134143,-0.14,0.14,86.84,141034,-1.22,-0.79,81.94,,,,,,,,,,,,,,,,,,,197680,-1.28,-0.24,86.63,4693,163251,-0.54,-0.28,86.81,47523,2012-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-03,71569,monthly,165947,0.18,0.3,87.04,71569,252632,-2.13,-1.25,87.8,158344,1.1,0.35,88.57,135297,1.18,0.86,87.59,142999,0.2,1.39,83.08,,,,,,,,,,,,,,,,,,,200196,-0.9,1.27,87.74,8709,163579,0.25,0.2,86.99,62860,2012-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-04,52179,monthly,167854,-0.22,1.15,88.04,52179,258688,-0.39,2.4,89.91,159306,0.1,0.61,89.11,135656,-0.53,0.27,87.82,145481,-0.04,1.74,84.52,,,,,,,,,,,,,,,,,,,201222,-0.94,0.51,88.19,5232,165561,-0.18,1.21,88.04,46947,2012-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-05,61885,monthly,168395,0.55,0.32,88.32,61885,258344,0.24,-0.13,89.79,159939,0.44,0.4,89.46,136422,0.78,0.56,88.32,146107,0.74,0.43,84.89,,,,,,,,,,,,,,,,,,,201347,-1.28,0.06,88.24,6401,166137,0.7,0.35,88.35,55484,2012-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-06,70653,monthly,170049,1.37,0.98,89.19,70653,258978,0.77,0.25,90.01,161026,0.81,0.68,90.07,139132,2.27,1.99,90.07,147312,1.54,0.82,85.59,,,,,,,,,,,,,,,,,,,201691,0.53,0.17,88.39,10587,167901,1.43,1.06,89.28,60066,2012-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-07,69003,monthly,170701,0.49,0.38,89.53,69003,262303,0.35,1.28,91.16,161716,0.52,0.43,90.45,138737,0.88,-0.28,89.82,147598,-0.05,0.19,85.75,,,,,,,,,,,,,,,,,,,198061,-3.24,-1.8,86.8,5211,168907,0.83,0.6,89.82,63792,2012-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-08,76293,monthly,170902,0.55,0.12,89.63,76293,261806,-0.67,-0.19,90.99,162361,0.19,0.4,90.82,139531,1.51,0.57,90.33,146690,1.13,-0.62,85.23,,,,,,,,,,,,,,,,,,,199535,-0.87,0.74,87.45,6244,169003,0.67,0.06,89.87,70049,2012-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-09,62415,monthly,170295,0.44,-0.36,89.32,62415,261237,-0.68,-0.22,90.79,161318,0.28,-0.64,90.23,138796,1.07,-0.53,89.86,146935,1.11,0.17,85.37,,,,,,,,,,,,,,,,,,,200697,-0.02,0.58,87.96,6660,168248,0.47,-0.45,89.47,55755,2012-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-10,69354,monthly,169090,0.84,-0.71,88.68,69354,259000,-0.79,-0.86,90.01,160378,0.37,-0.58,89.71,137277,1.61,-1.09,88.87,146820,2.48,-0.08,85.3,,,,,,,,,,,,,,,,,,,203254,1.36,1.27,89.08,6393,166734,0.77,-0.9,88.66,62961,2012-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-11,74805,monthly,169227,0.88,0.08,88.76,74805,259437,-0.16,0.17,90.17,160799,0.67,0.26,89.94,137882,2.22,0.44,89.26,145538,0.39,-0.87,84.56,,,,,,,,,,,,,,,,,,,204624,1.11,0.67,89.68,7131,166774,0.82,0.02,88.69,67674,2012-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-12,66307,monthly,168843,1.07,-0.23,88.55,66307,258319,0.55,-0.43,89.78,159967,0.41,-0.52,89.48,137659,1.94,-0.16,89.12,146086,1.38,0.38,84.87,,,,,,,,,,,,,,,,,,,205072,2.27,0.22,89.87,9586,166323,0.93,-0.27,88.45,56721,2012-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-01,51419,monthly,167716,1.09,-0.67,87.96,51419,257092,0.24,-0.48,89.35,159796,0.88,-0.11,89.38,135862,1.43,-1.31,87.96,145176,2.13,-0.62,84.35,,,,,,,,,,,,,,,,,,,197526,-0.31,-3.68,86.57,4186,165709,1.23,-0.37,88.12,47233,2013-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-02,52938,monthly,167682,1.34,-0.02,87.95,52938,256804,0.38,-0.11,89.25,159123,0.84,-0.42,89.0,136339,1.64,0.35,88.26,145327,3.04,0.1,84.43,,,,,,,,,,,,,,,,,,,199052,0.69,0.77,87.24,4844,165548,1.41,-0.1,88.03,48094,2013-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-03,64483,monthly,168681,1.65,0.6,88.47,64483,259167,2.59,0.92,90.07,159789,0.91,0.42,89.38,136899,1.18,0.41,88.63,146369,2.36,0.72,85.04,,,,,,,,,,,,,,,,,,,204518,2.16,2.75,89.63,7904,166188,1.59,0.39,88.37,56579,2013-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-04,61104,monthly,170335,1.48,0.98,89.34,61104,260450,0.68,0.5,90.52,161107,1.13,0.82,90.11,138400,2.02,1.1,89.6,148799,2.28,1.66,86.45,,,,,,,,,,,,,,,,,,,205511,2.13,0.49,90.07,6301,167898,1.41,1.03,89.28,54803,2013-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-05,77967,monthly,171234,1.69,0.53,89.81,77967,260496,0.83,0.02,90.53,162195,1.41,0.68,90.72,139303,2.11,0.65,90.18,149967,2.64,0.79,87.13,,,,,,,,,,,,,,,,,,,204947,1.79,-0.27,89.82,7638,168916,1.67,0.61,89.82,70329,2013-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-06,77812,monthly,172655,1.53,0.83,90.55,77812,262270,1.27,0.68,91.15,163344,1.44,0.71,91.37,141073,1.39,1.27,91.33,150741,2.33,0.52,87.58,,,,,,,,,,,,,,,,,,,205803,2.04,0.42,90.19,12246,170386,1.48,0.87,90.61,65566,2013-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-07,85692,monthly,174592,2.28,1.12,91.57,85692,265844,1.35,1.36,92.39,164829,1.93,0.91,92.2,142178,2.48,0.78,92.04,153218,3.81,1.64,89.02,,,,,,,,,,,,,,,,,,,206262,4.14,0.22,90.4,6281,172447,2.1,1.21,91.7,79411,2013-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-08,92501,monthly,175982,2.97,0.8,92.3,92501,267844,2.31,0.75,93.09,166652,2.64,1.11,93.22,143387,2.76,0.85,92.83,153718,4.79,0.33,89.31,,,,,,,,,,,,,,,,,,,207365,3.92,0.53,90.88,7815,173864,2.88,0.82,92.46,84686,2013-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-09,82023,monthly,176098,3.41,0.07,92.36,82023,269322,3.09,0.55,93.6,165787,2.77,-0.52,92.73,143200,3.17,-0.13,92.71,154614,5.23,0.58,89.83,,,,,,,,,,,,,,,,,,,211295,5.28,1.9,92.6,8369,173668,3.22,-0.11,92.35,73654,2013-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-10,91792,monthly,175378,3.72,-0.41,91.98,91792,269006,3.86,-0.12,93.49,165631,3.28,-0.09,92.64,141771,3.27,-1.0,91.78,154123,4.97,-0.32,89.54,,,,,,,,,,,,,,,,,,,210827,3.73,-0.22,92.4,8191,172928,3.71,-0.43,91.96,83601,2013-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-11,99078,monthly,176352,4.21,0.55,92.49,99078,268579,3.52,-0.16,93.34,166891,3.79,0.76,93.35,142982,3.7,0.85,92.57,155243,6.67,0.73,90.19,,,,,,,,,,,,,,,,,,,212046,3.63,0.58,92.93,9330,173884,4.26,0.55,92.47,89748,2013-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-12,93910,monthly,177971,5.41,0.92,93.34,93910,268317,3.87,-0.1,93.25,168160,5.12,0.76,94.06,144659,5.08,1.17,93.65,158479,8.48,2.08,92.07,,,,,,,,,,,,,,,,,,,216973,5.8,2.32,95.09,12807,175242,5.36,0.78,93.19,81103,2013-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-01,78627,monthly,178182,6.24,0.12,93.45,78627,270720,5.3,0.9,94.09,167392,4.75,-0.46,93.63,144370,6.26,-0.2,93.46,159722,10.02,0.78,92.8,,,,,,,,,,,,,,,,,,,213026,7.85,-1.82,93.36,5891,175785,6.08,0.31,93.48,72736,2014-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-02,77508,monthly,178921,6.7,0.41,93.84,77508,271506,5.73,0.29,94.36,168438,5.85,0.63,94.21,145024,6.37,0.45,93.89,160105,10.17,0.24,93.02,,,,,,,,,,,,,,,,,,,216625,8.83,1.69,94.94,6975,176293,6.49,0.29,93.75,70533,2014-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-03,81376,monthly,179537,6.44,0.34,94.16,81376,270650,4.43,-0.32,94.06,169111,5.83,0.4,94.59,145778,6.49,0.52,94.38,161382,10.26,0.8,93.76,,,,,,,,,,,,,,,,,,,216873,6.04,0.11,95.05,9164,176939,6.47,0.37,94.09,72212,2014-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-04,85557,monthly,183532,7.75,2.23,96.26,85557,276553,6.18,2.18,96.11,172427,7.03,1.96,96.45,149407,7.95,2.49,96.72,164991,10.88,2.24,95.86,,,,,,,,,,,,,,,,,,,221586,7.82,2.17,97.11,8292,180885,7.74,2.23,96.19,77265,2014-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-05,94248,monthly,185476,8.32,1.06,97.28,94248,278160,6.78,0.58,96.67,174092,7.34,0.97,97.38,151064,8.44,1.11,97.8,167752,11.86,1.67,97.46,,,,,,,,,,,,,,,,,,,225552,10.05,1.79,98.85,9362,182671,8.14,0.99,97.14,84886,2014-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-06,97503,monthly,187077,8.35,0.86,98.12,97503,280105,6.8,0.7,97.35,175845,7.65,1.01,98.36,152236,7.91,0.78,98.56,169426,12.4,1.0,98.43,,,,,,,,,,,,,,,,,,,224827,9.24,-0.32,98.53,14496,184465,8.26,0.98,98.09,83007,2014-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-07,100944,monthly,189709,8.66,1.41,99.5,100944,284928,7.18,1.72,99.03,177787,7.86,1.1,99.44,154639,8.76,1.58,100.11,171422,11.88,1.18,99.59,,,,,,,,,,,,,,,,,,,225590,9.37,0.34,98.87,8146,187256,8.59,1.51,99.58,92798,2014-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-08,105336,monthly,191932,9.06,1.17,100.66,105336,288373,7.66,1.21,100.22,179963,7.99,1.22,100.66,156321,9.02,1.09,101.2,173448,12.84,1.18,100.77,,,,,,,,,,,,,,,,,,,226507,9.23,0.41,99.27,8719,189593,9.05,1.25,100.82,96617,2014-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-09,94568,monthly,192138,9.11,0.11,100.77,94568,288877,7.26,0.17,100.4,179689,8.39,-0.15,100.51,156380,9.2,0.04,101.24,174245,12.7,0.46,101.23,,,,,,,,,,,,,,,,,,,226837,7.36,0.15,99.41,9382,189789,9.28,0.1,100.92,85186,2014-09-01
